frame.number,frame.time_epoch,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,ip.ttl,tcp.flags
"6615","1411633986.256065000","750","155.158.170.9","37.187.81.8","62478","443","118","24"
"6616","1411633986.256265000","68","155.158.170.9","37.187.81.8","62478","443","118","16"
"6617","1411633986.256295000","749","155.158.170.9","37.187.81.8","62474","443","118","24"
"6618","1411633986.256534000","256","37.187.81.8","155.158.170.9","443","62474","64","24"
"6619","1411633986.256681000","256","37.187.81.8","155.158.170.9","443","62478","64","24"
"6620","1411633986.327519000","752","155.158.170.9","37.187.81.8","62476","443","118","24"
"6621","1411633986.327984000","256","37.187.81.8","155.158.170.9","443","62476","64","24"
"6622","1411633986.329198000","749","155.158.170.9","37.187.81.8","62478","443","118","24"
"6623","1411633986.329494000","256","37.187.81.8","155.158.170.9","443","62478","64","24"
"6624","1411633986.329609000","755","155.158.170.9","37.187.81.8","62474","443","118","24"
"6625","1411633986.329906000","758","155.158.170.9","37.187.81.8","62468","443","118","24"
"6626","1411633986.330017000","256","37.187.81.8","155.158.170.9","443","62474","64","24"
"6627","1411633986.330319000","256","37.187.81.8","155.158.170.9","443","62468","64","24"
"6628","1411633986.342982000","753","155.158.170.9","37.187.81.8","62477","443","118","24"
"6629","1411633986.343250000","754","155.158.170.9","37.187.81.8","62475","443","118","24"
"6630","1411633986.343573000","256","37.187.81.8","155.158.170.9","443","62475","64","24"
"6631","1411633986.343740000","257","37.187.81.8","155.158.170.9","443","62477","64","24"
"6632","1411633986.388420000","758","155.158.170.9","37.187.81.8","62476","443","118","24"
"6633","1411633986.388649000","257","37.187.81.8","155.158.170.9","443","62476","64","24"
"6634","1411633986.388936000","757","155.158.170.9","37.187.81.8","62478","443","118","24"
"6635","1411633986.389115000","256","37.187.81.8","155.158.170.9","443","62478","64","24"
"6636","1411633986.389186000","750","155.158.170.9","37.187.81.8","62474","443","118","24"
"6637","1411633986.389393000","257","37.187.81.8","155.158.170.9","443","62474","64","24"
"6638","1411633986.389597000","755","155.158.170.9","37.187.81.8","62468","443","118","24"
"6639","1411633986.389776000","257","37.187.81.8","155.158.170.9","443","62468","64","24"
"6640","1411633986.392776000","754","155.158.170.9","37.187.81.8","62477","443","118","24"
"6641","1411633986.392992000","257","37.187.81.8","155.158.170.9","443","62477","64","24"
"6642","1411633986.393275000","753","155.158.170.9","37.187.81.8","62475","443","118","24"
"6643","1411633986.393452000","257","37.187.81.8","155.158.170.9","443","62475","64","24"
"6644","1411633986.451910000","737","155.158.170.9","37.187.81.8","62468","443","118","24"
"6645","1411633986.452357000","280","37.187.81.8","155.158.170.9","443","62468","64","24"
"6646","1411633986.453526000","748","155.158.170.9","37.187.81.8","62477","443","118","24"
"6647","1411633986.453833000","256","37.187.81.8","155.158.170.9","443","62477","64","24"
"6648","1411633986.453878000","749","155.158.170.9","37.187.81.8","62475","443","118","24"
"6649","1411633986.454129000","751","155.158.170.9","37.187.81.8","62476","443","118","24"
"6650","1411633986.454374000","257","37.187.81.8","155.158.170.9","443","62476","64","24"
"6651","1411633986.454500000","749","155.158.170.9","37.187.81.8","62478","443","118","24"
"6652","1411633986.454726000","761","155.158.170.9","37.187.81.8","62474","443","118","24"
"6653","1411633986.454977000","257","37.187.81.8","155.158.170.9","443","62474","64","24"
"6654","1411633986.455179000","256","37.187.81.8","155.158.170.9","443","62478","64","24"
"6655","1411633986.455371000","256","37.187.81.8","155.158.170.9","443","62475","64","24"
"6656","1411633986.660391000","56","155.158.170.9","37.187.81.8","62477","443","118","16"
"6657","1411633986.660646000","56","155.158.170.9","37.187.81.8","62476","443","118","16"
"6658","1411633986.661257000","758","155.158.170.9","37.187.81.8","62478","443","118","24"
"6659","1411633986.661706000","257","37.187.81.8","155.158.170.9","443","62478","64","24"
"6660","1411633986.668142000","56","155.158.170.9","37.187.81.8","62468","443","118","16"
"6661","1411633986.697677000","56","155.158.170.9","37.187.81.8","62475","443","118","16"
"6662","1411633986.697800000","56","155.158.170.9","37.187.81.8","62474","443","118","16"
"6663","1411633986.953886000","257","37.187.81.8","155.158.170.9","443","62478","64","24"
"6664","1411633987.017766000","68","155.158.170.9","37.187.81.8","62478","443","118","16"
"6665","1411633987.137626000","522","155.158.170.9","37.187.81.8","62478","443","118","24"
"6666","1411633987.146948000","1516","37.187.81.8","155.158.170.9","443","62478","64","16"
"6667","1411633987.147017000","174","37.187.81.8","155.158.170.9","443","62478","64","24"
"6668","1411633987.319015000","56","155.158.170.9","37.187.81.8","62478","443","118","16"
"6669","1411633988.993306000","675","155.158.170.9","37.187.81.8","62478","443","118","24"
"6670","1411633989.033222000","56","37.187.81.8","155.158.170.9","443","62478","64","16"
"6671","1411633989.064691000","1516","37.187.81.8","155.158.170.9","443","62478","64","16"
"6672","1411633989.064760000","1516","37.187.81.8","155.158.170.9","443","62478","64","16"
"6673","1411633989.064792000","1516","37.187.81.8","155.158.170.9","443","62478","64","16"
"6674","1411633989.064855000","1516","37.187.81.8","155.158.170.9","443","62478","64","16"
"6675","1411633989.064896000","1516","37.187.81.8","155.158.170.9","443","62478","64","16"
"6676","1411633989.064932000","1298","37.187.81.8","155.158.170.9","443","62478","64","24"
"6677","1411633989.064997000","501","37.187.81.8","155.158.170.9","443","62478","64","24"
"6678","1411633989.162043000","56","155.158.170.9","37.187.81.8","62478","443","118","16"
"6679","1411633989.162549000","56","155.158.170.9","37.187.81.8","62478","443","118","16"
"6680","1411633991.454214000","87","37.187.81.8","155.158.170.9","443","62468","64","24"
"6681","1411633991.454268000","56","37.187.81.8","155.158.170.9","443","62468","64","17"
"6682","1411633991.457932000","87","37.187.81.8","155.158.170.9","443","62477","64","24"
"6683","1411633991.457988000","56","37.187.81.8","155.158.170.9","443","62477","64","17"
"6684","1411633991.458030000","87","37.187.81.8","155.158.170.9","443","62476","64","24"
"6685","1411633991.458056000","56","37.187.81.8","155.158.170.9","443","62476","64","17"
"6686","1411633991.458132000","87","37.187.81.8","155.158.170.9","443","62474","64","24"
"6687","1411633991.458166000","56","37.187.81.8","155.158.170.9","443","62474","64","17"
"6688","1411633991.458224000","87","37.187.81.8","155.158.170.9","443","62475","64","24"
"6689","1411633991.458255000","56","37.187.81.8","155.158.170.9","443","62475","64","17"
"6690","1411633991.495456000","56","155.158.170.9","37.187.81.8","62468","443","118","16"
"6691","1411633991.523121000","56","155.158.170.9","37.187.81.8","62477","443","118","16"
"6692","1411633991.523258000","56","155.158.170.9","37.187.81.8","62476","443","118","16"
"6693","1411633991.523453000","56","155.158.170.9","37.187.81.8","62474","443","118","16"
"6694","1411633991.523759000","56","155.158.170.9","37.187.81.8","62475","443","118","16"
"6695","1411633994.069648000","87","37.187.81.8","155.158.170.9","443","62478","64","24"
"6696","1411633994.069787000","56","37.187.81.8","155.158.170.9","443","62478","64","17"
"6697","1411633994.340845000","56","155.158.170.9","37.187.81.8","62478","443","118","16"
"6698","1411633997.046297000","76","87.101.35.139","37.187.81.8","41215","80","55","2"
"6699","1411633997.046336000","76","37.187.81.8","87.101.35.139","80","41215","64","18"
"6700","1411633997.087614000","68","87.101.35.139","37.187.81.8","41215","80","55","16"
"6701","1411633997.091503000","569","87.101.35.139","37.187.81.8","41215","80","55","24"
"6702","1411633997.091532000","68","37.187.81.8","87.101.35.139","80","41215","64","16"
"6703","1411633997.091876000","558","37.187.81.8","87.101.35.139","80","41215","64","24"
"6704","1411633997.141024000","68","87.101.35.139","37.187.81.8","41215","80","55","16"
"6705","1411633997.228005000","76","87.101.35.139","37.187.81.8","52655","443","55","2"
"6706","1411633997.228045000","76","37.187.81.8","87.101.35.139","443","52655","64","18"
"6707","1411633997.269249000","68","87.101.35.139","37.187.81.8","52655","443","55","16"
"6708","1411633997.271594000","276","87.101.35.139","37.187.81.8","52655","443","55","24"
"6709","1411633997.271635000","68","37.187.81.8","87.101.35.139","443","52655","64","16"
"6710","1411633997.294256000","1516","37.187.81.8","87.101.35.139","443","52655","64","16"
"6711","1411633997.294303000","794","37.187.81.8","87.101.35.139","443","52655","64","24"
"6712","1411633997.339181000","68","87.101.35.139","37.187.81.8","52655","443","55","16"
"6713","1411633997.339970000","68","87.101.35.139","37.187.81.8","52655","443","55","16"
"6714","1411633997.360795000","202","87.101.35.139","37.187.81.8","52655","443","55","24"
"6715","1411633997.362594000","350","37.187.81.8","87.101.35.139","443","52655","64","24"
"6716","1411633997.426785000","68","87.101.35.139","37.187.81.8","52655","443","55","17"
"6717","1411633997.427011000","105","37.187.81.8","87.101.35.139","443","52655","64","24"
"6718","1411633997.427257000","68","37.187.81.8","87.101.35.139","443","52655","64","17"
"6719","1411633997.473339000","56","87.101.35.139","37.187.81.8","52655","443","55","4"
"6720","1411633997.473716000","56","87.101.35.139","37.187.81.8","52655","443","55","4"
"6721","1411633997.542227000","56","155.158.170.9","37.187.81.8","62468","443","118","17"
"6722","1411633997.542265000","56","37.187.81.8","155.158.170.9","443","62468","64","16"
"6723","1411633997.592559000","56","155.158.170.9","37.187.81.8","62476","443","118","17"
"6724","1411633997.592586000","56","37.187.81.8","155.158.170.9","443","62476","64","16"
"6725","1411633997.592755000","56","155.158.170.9","37.187.81.8","62477","443","118","17"
"6726","1411633997.592787000","56","37.187.81.8","155.158.170.9","443","62477","64","16"
"6727","1411633997.635333000","56","155.158.170.9","37.187.81.8","62474","443","118","17"
"6728","1411633997.635368000","56","37.187.81.8","155.158.170.9","443","62474","64","16"
"6729","1411633997.662415000","56","155.158.170.9","37.187.81.8","62475","443","118","17"
"6730","1411633997.662438000","56","37.187.81.8","155.158.170.9","443","62475","64","16"
"6731","1411633997.662594000","56","155.158.170.9","37.187.81.8","62478","443","118","17"
"6732","1411633997.662641000","56","37.187.81.8","155.158.170.9","443","62478","64","16"
"6733","1411633999.326818000","76","87.101.35.139","37.187.81.8","52656","443","55","2"
"6734","1411633999.326870000","76","37.187.81.8","87.101.35.139","443","52656","64","18"
"6735","1411633999.372898000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6736","1411633999.372910000","276","87.101.35.139","37.187.81.8","52656","443","55","24"
"6737","1411633999.372992000","68","37.187.81.8","87.101.35.139","443","52656","64","16"
"6738","1411633999.388081000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6739","1411633999.388144000","794","37.187.81.8","87.101.35.139","443","52656","64","24"
"6740","1411633999.431840000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6741","1411633999.433401000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6742","1411633999.454878000","202","87.101.35.139","37.187.81.8","52656","443","55","24"
"6743","1411633999.455931000","350","37.187.81.8","87.101.35.139","443","52656","64","24"
"6744","1411633999.500680000","750","87.101.35.139","37.187.81.8","52656","443","55","24"
"6745","1411633999.540852000","68","37.187.81.8","87.101.35.139","443","52656","64","16"
"6746","1411633999.553040000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6747","1411633999.553104000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6748","1411633999.553124000","936","37.187.81.8","87.101.35.139","443","52656","64","24"
"6749","1411633999.602472000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6750","1411633999.637086000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6751","1411633999.652057000","766","87.101.35.139","37.187.81.8","52656","443","55","24"
"6752","1411633999.652090000","68","37.187.81.8","87.101.35.139","443","52656","64","16"
"6753","1411633999.652268000","76","87.101.35.139","37.187.81.8","52657","443","55","2"
"6754","1411633999.652308000","76","37.187.81.8","87.101.35.139","443","52657","64","18"
"6755","1411633999.653253000","1496","37.187.81.8","87.101.35.139","443","52656","64","24"
"6756","1411633999.656021000","76","87.101.35.139","37.187.81.8","52658","443","55","2"
"6757","1411633999.656059000","76","37.187.81.8","87.101.35.139","443","52658","64","18"
"6758","1411633999.658842000","76","87.101.35.139","37.187.81.8","52659","443","55","2"
"6759","1411633999.658918000","76","37.187.81.8","87.101.35.139","443","52659","64","18"
"6760","1411633999.662256000","76","87.101.35.139","37.187.81.8","52660","443","55","2"
"6761","1411633999.662298000","76","37.187.81.8","87.101.35.139","443","52660","64","18"
"6762","1411633999.664017000","76","87.101.35.139","37.187.81.8","52661","443","55","2"
"6763","1411633999.664045000","76","37.187.81.8","87.101.35.139","443","52661","64","18"
"6764","1411633999.699473000","68","87.101.35.139","37.187.81.8","52657","443","55","16"
"6765","1411633999.699603000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6766","1411633999.699694000","68","87.101.35.139","37.187.81.8","52658","443","55","16"
"6767","1411633999.699821000","516","87.101.35.139","37.187.81.8","52657","443","55","24"
"6768","1411633999.699857000","68","37.187.81.8","87.101.35.139","443","52657","64","16"
"6769","1411633999.701976000","220","37.187.81.8","87.101.35.139","443","52657","64","24"
"6770","1411633999.702414000","68","87.101.35.139","37.187.81.8","52659","443","55","16"
"6771","1411633999.706708000","766","87.101.35.139","37.187.81.8","52656","443","55","24"
"6772","1411633999.706960000","68","87.101.35.139","37.187.81.8","52660","443","55","16"
"6773","1411633999.707151000","516","87.101.35.139","37.187.81.8","52659","443","55","24"
"6774","1411633999.707207000","68","37.187.81.8","87.101.35.139","443","52659","64","16"
"6775","1411633999.707540000","516","87.101.35.139","37.187.81.8","52658","443","55","24"
"6776","1411633999.707572000","68","37.187.81.8","87.101.35.139","443","52658","64","16"
"6777","1411633999.708022000","220","37.187.81.8","87.101.35.139","443","52659","64","24"
"6778","1411633999.709165000","220","37.187.81.8","87.101.35.139","443","52658","64","24"
"6779","1411633999.710377000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6780","1411633999.710509000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6781","1411633999.710558000","968","37.187.81.8","87.101.35.139","443","52656","64","24"
"6782","1411633999.715735000","68","87.101.35.139","37.187.81.8","52661","443","55","16"
"6783","1411633999.717068000","516","87.101.35.139","37.187.81.8","52660","443","55","24"
"6784","1411633999.717130000","68","37.187.81.8","87.101.35.139","443","52660","64","16"
"6785","1411633999.718054000","220","37.187.81.8","87.101.35.139","443","52660","64","24"
"6786","1411633999.724799000","516","87.101.35.139","37.187.81.8","52661","443","55","24"
"6787","1411633999.724843000","68","37.187.81.8","87.101.35.139","443","52661","64","16"
"6788","1411633999.725865000","220","37.187.81.8","87.101.35.139","443","52661","64","24"
"6789","1411633999.745475000","68","87.101.35.139","37.187.81.8","52657","443","55","16"
"6790","1411633999.745481000","127","87.101.35.139","37.187.81.8","52657","443","55","24"
"6791","1411633999.747402000","68","87.101.35.139","37.187.81.8","52657","443","55","17"
"6792","1411633999.747607000","105","37.187.81.8","87.101.35.139","443","52657","64","24"
"6793","1411633999.747782000","68","37.187.81.8","87.101.35.139","443","52657","64","17"
"6794","1411633999.751303000","68","87.101.35.139","37.187.81.8","52659","443","55","16"
"6795","1411633999.754293000","68","87.101.35.139","37.187.81.8","52658","443","55","16"
"6796","1411633999.761558000","68","87.101.35.139","37.187.81.8","52660","443","55","16"
"6797","1411633999.761794000","127","87.101.35.139","37.187.81.8","52659","443","55","24"
"6798","1411633999.761805000","68","87.101.35.139","37.187.81.8","52659","443","55","17"
"6799","1411633999.761865000","127","87.101.35.139","37.187.81.8","52658","443","55","24"
"6800","1411633999.762829000","105","37.187.81.8","87.101.35.139","443","52659","64","24"
"6801","1411633999.762910000","68","37.187.81.8","87.101.35.139","443","52659","64","17"
"6802","1411633999.763411000","68","87.101.35.139","37.187.81.8","52658","443","55","17"
"6803","1411633999.763506000","105","37.187.81.8","87.101.35.139","443","52658","64","24"
"6804","1411633999.763575000","68","37.187.81.8","87.101.35.139","443","52658","64","17"
"6805","1411633999.765314000","798","87.101.35.139","37.187.81.8","52656","443","55","24"
"6806","1411633999.770151000","76","87.101.35.139","37.187.81.8","52662","443","55","2"
"6807","1411633999.770195000","76","37.187.81.8","87.101.35.139","443","52662","64","18"
"6808","1411633999.770161000","68","87.101.35.139","37.187.81.8","52661","443","55","16"
"6809","1411633999.770250000","127","87.101.35.139","37.187.81.8","52660","443","55","24"
"6810","1411633999.770641000","68","87.101.35.139","37.187.81.8","52660","443","55","17"
"6811","1411633999.770757000","105","37.187.81.8","87.101.35.139","443","52660","64","24"
"6812","1411633999.770842000","68","37.187.81.8","87.101.35.139","443","52660","64","17"
"6813","1411633999.779227000","127","87.101.35.139","37.187.81.8","52661","443","55","24"
"6814","1411633999.779239000","68","87.101.35.139","37.187.81.8","52661","443","55","17"
"6815","1411633999.779288000","76","87.101.35.139","37.187.81.8","52663","443","55","2"
"6816","1411633999.779334000","76","37.187.81.8","87.101.35.139","443","52663","64","18"
"6817","1411633999.779458000","105","37.187.81.8","87.101.35.139","443","52661","64","24"
"6818","1411633999.779505000","68","37.187.81.8","87.101.35.139","443","52661","64","17"
"6819","1411633999.788544000","76","87.101.35.139","37.187.81.8","52664","443","55","2"
"6820","1411633999.788579000","76","37.187.81.8","87.101.35.139","443","52664","64","18"
"6821","1411633999.789907000","56","87.101.35.139","37.187.81.8","52657","443","55","4"
"6822","1411633999.790244000","56","87.101.35.139","37.187.81.8","52657","443","55","4"
"6823","1411633999.794833000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6824","1411633999.794882000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6825","1411633999.794952000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6826","1411633999.794981000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6827","1411633999.795037000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6828","1411633999.795061000","1339","37.187.81.8","87.101.35.139","443","52656","64","24"
"6829","1411633999.795228000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6830","1411633999.795262000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6831","1411633999.795292000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6832","1411633999.795335000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6833","1411633999.797530000","76","87.101.35.139","37.187.81.8","52665","443","55","2"
"6834","1411633999.797556000","76","37.187.81.8","87.101.35.139","443","52665","64","18"
"6835","1411633999.803038000","56","87.101.35.139","37.187.81.8","52659","443","55","4"
"6836","1411633999.803709000","76","87.101.35.139","37.187.81.8","52666","443","55","2"
"6837","1411633999.803735000","76","37.187.81.8","87.101.35.139","443","52666","64","18"
"6838","1411633999.805456000","56","87.101.35.139","37.187.81.8","52659","443","55","4"
"6839","1411633999.805813000","56","87.101.35.139","37.187.81.8","52658","443","55","4"
"6840","1411633999.807815000","56","87.101.35.139","37.187.81.8","52658","443","55","4"
"6841","1411633999.815981000","56","87.101.35.139","37.187.81.8","52660","443","55","4"
"6842","1411633999.816340000","56","87.101.35.139","37.187.81.8","52660","443","55","4"
"6843","1411633999.816575000","68","87.101.35.139","37.187.81.8","52662","443","55","16"
"6844","1411633999.820527000","276","87.101.35.139","37.187.81.8","52662","443","55","24"
"6845","1411633999.820588000","68","37.187.81.8","87.101.35.139","443","52662","64","16"
"6846","1411633999.820622000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6847","1411633999.824066000","56","87.101.35.139","37.187.81.8","52661","443","55","4"
"6848","1411633999.824124000","276","87.101.35.139","37.187.81.8","52663","443","55","24"
"6849","1411633999.824171000","68","37.187.81.8","87.101.35.139","443","52663","64","16"
"6850","1411633999.827993000","56","87.101.35.139","37.187.81.8","52661","443","55","4"
"6851","1411633999.830214000","68","87.101.35.139","37.187.81.8","52664","443","55","16"
"6852","1411633999.832949000","276","87.101.35.139","37.187.81.8","52664","443","55","24"
"6853","1411633999.833007000","68","37.187.81.8","87.101.35.139","443","52664","64","16"
"6854","1411633999.841954000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6855","1411633999.841979000","1502","37.187.81.8","87.101.35.139","443","52656","64","24"
"6856","1411633999.845961000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6857","1411633999.857302000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6858","1411633999.863164000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6859","1411633999.877705000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6860","1411633999.878378000","1516","37.187.81.8","87.101.35.139","443","52664","64","16"
"6861","1411633999.878419000","794","37.187.81.8","87.101.35.139","443","52664","64","24"
"6862","1411633999.880131000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6863","1411633999.882181000","1516","37.187.81.8","87.101.35.139","443","52662","64","16"
"6864","1411633999.882216000","794","37.187.81.8","87.101.35.139","443","52663","64","24"
"6865","1411633999.882255000","794","37.187.81.8","87.101.35.139","443","52662","64","24"
"6866","1411633999.884431000","68","87.101.35.139","37.187.81.8","52665","443","55","16"
"6867","1411633999.884812000","276","87.101.35.139","37.187.81.8","52665","443","55","24"
"6868","1411633999.884842000","68","37.187.81.8","87.101.35.139","443","52665","64","16"
"6869","1411633999.890367000","68","87.101.35.139","37.187.81.8","52666","443","55","16"
"6870","1411633999.890373000","276","87.101.35.139","37.187.81.8","52666","443","55","24"
"6871","1411633999.890404000","68","37.187.81.8","87.101.35.139","443","52666","64","16"
"6872","1411633999.901737000","766","87.101.35.139","37.187.81.8","52656","443","55","24"
"6873","1411633999.904758000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6874","1411633999.904803000","576","37.187.81.8","87.101.35.139","443","52656","64","24"
"6875","1411633999.911194000","1516","37.187.81.8","87.101.35.139","443","52666","64","16"
"6876","1411633999.916524000","1516","37.187.81.8","87.101.35.139","443","52665","64","16"
"6877","1411633999.916567000","794","37.187.81.8","87.101.35.139","443","52666","64","24"
"6878","1411633999.916618000","794","37.187.81.8","87.101.35.139","443","52665","64","24"
"6879","1411633999.921852000","68","87.101.35.139","37.187.81.8","52664","443","55","16"
"6880","1411633999.921866000","68","87.101.35.139","37.187.81.8","52664","443","55","16"
"6881","1411633999.925588000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6882","1411633999.925599000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6883","1411633999.929817000","68","87.101.35.139","37.187.81.8","52662","443","55","16"
"6884","1411633999.929861000","68","87.101.35.139","37.187.81.8","52662","443","55","16"
"6885","1411633999.952425000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6886","1411633999.959591000","202","87.101.35.139","37.187.81.8","52664","443","55","24"
"6887","1411633999.959624000","68","37.187.81.8","87.101.35.139","443","52664","64","16"
"6888","1411633999.959689000","68","87.101.35.139","37.187.81.8","52666","443","55","16"
"6889","1411633999.959958000","68","87.101.35.139","37.187.81.8","52665","443","55","16"
"6890","1411633999.960457000","350","37.187.81.8","87.101.35.139","443","52664","64","24"
"6891","1411633999.962748000","68","87.101.35.139","37.187.81.8","52665","443","55","16"
"6892","1411633999.962807000","68","87.101.35.139","37.187.81.8","52666","443","55","16"
"6893","1411633999.995299000","202","87.101.35.139","37.187.81.8","52663","443","55","24"
"6894","1411633999.995342000","68","37.187.81.8","87.101.35.139","443","52663","64","16"
"6895","1411633999.997131000","350","37.187.81.8","87.101.35.139","443","52663","64","24"
"6896","1411634000.003669000","68","87.101.35.139","37.187.81.8","52664","443","55","16"
"6897","1411634000.020212000","202","87.101.35.139","37.187.81.8","52662","443","55","24"
"6898","1411634000.020240000","68","37.187.81.8","87.101.35.139","443","52662","64","16"
"6899","1411634000.021214000","350","37.187.81.8","87.101.35.139","443","52662","64","24"
"6900","1411634000.039562000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6901","1411634000.045379000","202","87.101.35.139","37.187.81.8","52666","443","55","24"
"6902","1411634000.045654000","766","87.101.35.139","37.187.81.8","52656","443","55","24"
"6903","1411634000.046232000","1516","37.187.81.8","87.101.35.139","443","52656","64","16"
"6904","1411634000.046267000","624","37.187.81.8","87.101.35.139","443","52656","64","24"
"6905","1411634000.047054000","350","37.187.81.8","87.101.35.139","443","52666","64","24"
"6906","1411634000.063514000","68","87.101.35.139","37.187.81.8","52662","443","55","16"
"6907","1411634000.068910000","202","87.101.35.139","37.187.81.8","52665","443","55","24"
"6908","1411634000.069698000","766","87.101.35.139","37.187.81.8","52664","443","55","24"
"6909","1411634000.070412000","568","37.187.81.8","87.101.35.139","443","52664","64","24"
"6910","1411634000.071653000","350","37.187.81.8","87.101.35.139","443","52665","64","24"
"6911","1411634000.073488000","766","87.101.35.139","37.187.81.8","52663","443","55","24"
"6912","1411634000.086306000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6913","1411634000.086378000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6914","1411634000.086409000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6915","1411634000.086433000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6916","1411634000.086466000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6917","1411634000.086515000","1371","37.187.81.8","87.101.35.139","443","52663","64","24"
"6918","1411634000.086746000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6919","1411634000.086800000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6920","1411634000.086821000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6921","1411634000.086852000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6922","1411634000.101061000","68","87.101.35.139","37.187.81.8","52666","443","55","16"
"6923","1411634000.101138000","68","87.101.35.139","37.187.81.8","52656","443","55","16"
"6924","1411634000.113745000","68","87.101.35.139","37.187.81.8","52665","443","55","16"
"6925","1411634000.114138000","68","87.101.35.139","37.187.81.8","52664","443","55","16"
"6926","1411634000.138877000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6927","1411634000.138912000","1516","37.187.81.8","87.101.35.139","443","52663","64","24"
"6928","1411634000.139077000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6929","1411634000.139234000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6930","1411634000.140063000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6931","1411634000.140108000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6932","1411634000.140128000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6933","1411634000.140137000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6934","1411634000.141660000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6935","1411634000.141687000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6936","1411634000.141703000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6937","1411634000.141710000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6938","1411634000.162165000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6939","1411634000.162214000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6940","1411634000.162239000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6941","1411634000.162248000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6942","1411634000.170407000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6943","1411634000.170431000","1516","37.187.81.8","87.101.35.139","443","52663","64","16"
"6944","1411634000.170448000","293","37.187.81.8","87.101.35.139","443","52663","64","24"
"6945","1411634000.192202000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6946","1411634000.195990000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6947","1411634000.208563000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6948","1411634000.221556000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6949","1411634000.230621000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6950","1411634000.238912000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6951","1411634000.255395000","68","87.101.35.139","37.187.81.8","52663","443","55","16"
"6952","1411634000.544712000","766","87.101.35.139","37.187.81.8","52663","443","55","24"
